city,lat,lng,country,code,population
Nonthaburi,13.8337,100.4833,Thailand,THA,258550
Popayan,2.42,-76.61,Colombia,COL,258750
Tampere,61.5,23.75,Finland,FIN,259279
Kondoz,36.728,68.8725,Afghanistan,AFG,259809
Konibodom,40.2922,70.4272,Tajikistan,TJK,259876
Adapazari,40.8,30.415,Turkey,TUR,260109
Uberaba,-19.78,-47.95,Brazil,BRA,260843
Wollongong,-34.4154,150.89,Australia,AUS,260914
Acarigua,9.5804,-69.2,Venezuela,VEN,260921
Petrolina,-9.38,-40.51,Brazil,BRA,260985
Saint Petersburg,27.7931,-82.6652,United States,USA,260999
Lubbock,33.5665,-101.8867,United States,USA,261076
Sincelejo,9.2904,-75.38,Colombia,COL,261187
Zhuanghe,39.6823,122.9619,China,CHN,261510
Balikesir,39.6504,27.89,Turkey,TUR,261516
Cabo Frio,-22.89,-42.04,Brazil,BRA,261721
Hotan,37.0997,79.9269,China,CHN,261730
Az Aubayr,30.3892,47.708,Iraq,IRQ,262219
Parana,-31.7333,-60.5333,Argentina,ARG,262295
Aqtobe,50.28,57.17,Kazakhstan,KAZ,262457
Kindu,-2.9639,25.91,Congo (Kinshasa),COD,262914
Graz,47.0778,15.41,Austria,AUT,263234
Tubruq,32.08,23.96,Libya,LBY,263527
Columbus,32.51,-84.8771,United States,USA,263737
Eugene,44.0562,-123.1172,United States,USA,263860
Sivas,39.7454,37.035,Turkey,TUR,264022
Jersey City,40.7161,-74.0683,United States,USA,264152
Georgetown,6.802,-58.167,Guyana,GUY,264350
Uruapan,19.4204,-102.07,Mexico,MEX,264531
Umuahia,5.532,7.486,Nigeria,NGA,264662
Reading,40.34,-75.9266,United States,USA,264736
Imphal,24.8,93.95,India,IND,264986
Petrozavodsk,61.85,34.28,Russia,RUS,265025
Peoria,40.7518,-89.6153,United States,USA,265218
Saint-Etienne,45.4304,4.38,France,FRA,265684
Lausanne,46.5304,6.65,Switzerland,CHE,265702
Temuco,-38.73,-72.58,Chile,CHL,265901
Irvine,33.6772,-117.7738,United States,USA,266122
Myeik,12.4541,98.6115,Burma,MMR,266720
Padangsidempuan,1.3887,99.2734,Indonesia,IDN,266882
Santa Clarita,34.4119,-118.5036,United States,USA,266958
Chula Vista,32.6281,-117.0144,United States,USA,267172
Sterlitamak,53.63,55.96,Russia,RUS,267231
Lafayette,30.2097,-92.0314,United States,USA,267376
Tshikapa,-6.41,20.77,Congo (Kinshasa),COD,267462
Yanbu al Bahr,24.0943,38.0493,Saudi Arabia,SAU,267590
Tebingtinggi,3.3304,99.13,Indonesia,IDN,268043
Windhoek,-22.57,17.0835,Namibia,NAM,268132
Mokpo,34.8068,126.3958,"Korea, South",KOR,268402
Nancy,48.6837,6.2,France,FRA,268976
Malmo,55.5833,13.0333,Sweden,SWE,269349
Kiel,54.3304,10.13,Germany,DEU,269427
Thohoyandou,-22.95,30.48,South Africa,ZAF,269707
Munster,51.9704,7.62,Germany,DEU,270184
Gombe,10.2904,11.17,Nigeria,NGA,270366
Venice,45.4387,12.335,Italy,ITA,270816
Bijapur,16.8354,75.71,India,IND,271064
Tasikmalaya,-7.3254,108.2147,Indonesia,IDN,271143
Sari,36.5504,53.1,Iran,IRN,271467
Elazig,38.68,39.23,Turkey,TUR,271492
Pakalongan,-6.8796,109.67,Indonesia,IDN,272000
Yamagata,38.2705,140.32,Japan,JPN,272209
Majene,-3.5336,118.966,Indonesia,IDN,272377
Canton,40.8082,-81.3678,United States,USA,272768
Blackpool,53.8304,-3.05,United Kingdom,GBR,272792
Guantanamo,20.1453,-75.2061,Cuba,CUB,272801
Crato,-7.4639,-63.04,Brazil,BRA,273883
Crato,-7.2296,-39.42,Brazil,BRA,273883
Ubon Ratchathani,15.25,104.83,Thailand,THA,273893
Jinshi,29.6321,111.8517,China,CHN,274000
Pamplona,42.82,-1.65,Spain,ESP,274545
Setif,36.18,5.4,Algeria,DZA,274744
Ciudad Victoria,23.72,-99.13,Mexico,MEX,274900
Mbandaka,0.04,18.26,Congo (Kinshasa),COD,274996
Monteria,8.7575,-75.89,Colombia,COL,275198
Bern,46.9167,7.467,Switzerland,CHE,275329
Prokopyevsk,53.9,86.71,Russia,RUS,275615
Komsomolsk na Amure,50.555,137.02,Russia,RUS,275908
Sukabumi,-6.9096,106.9,Indonesia,IDN,276414
Owo,7.2004,5.59,Nigeria,NGA,276574
Kostroma,57.77,40.94,Russia,RUS,277656
Kaolack,14.15,-16.1,Senegal,SEN,277812
Taganrog,47.23,38.92,Russia,RUS,279056
Sumqayt,40.58,49.63,Azerbaijan,AZE,279159
Ica,-14.068,-75.7255,Peru,PER,279420
Rize,41.0208,40.5219,Turkey,TUR,279450
Cotabato,7.2169,124.2484,Philippines,PHL,279519
Xinzhou,38.4104,112.72,China,CHN,279607
South Bend,41.6771,-86.269,United States,USA,279698
Tacloban,11.2504,125,Philippines,PHL,280006
Tacna,-18,-70.25,Peru,PER,280098
Savannah,32.0282,-81.1784,United States,USA,280692
Lincoln,40.8102,-96.6808,United States,USA,280741
Batna,35.57,6.17,Algeria,DZA,280798
Gorgan,36.8303,54.48,Iran,IRN,281023
Ambato,-1.2696,-78.62,Ecuador,ECU,281425
Cap-Haitien,19.7592,-72.2125,Haiti,HTI,281487
Bahia Blanca,-38.74,-62.265,Argentina,ARG,281536
Jining,41.03,113.08,China,CHN,281716
Newark,40.7242,-74.1724,United States,USA,281764
Zhytomyr,50.2456,28.6622,Ukraine,UKR,282192
Tongchuan,35.08,109.03,China,CHN,282258
Kupang,-10.1787,123.583,Indonesia,IDN,282396
Aizawl,23.7104,92.72,India,IND,283021
Cadiz,10.9587,123.3086,Philippines,PHL,283157
Cadiz,36.535,-6.225,Spain,ESP,283157
Alwar,27.5454,76.6049,India,IND,283228
Iksan,35.941,126.9454,"Korea, South",KOR,283501
Port Moresby,-9.4647,147.1925,Papua New Guinea,PNG,283733
Barinas,8.6,-70.25,Venezuela,VEN,284289
Bago,17.32,96.515,Burma,MMR,284318
Mandya,12.5704,76.92,India,IND,285034
Zagazig,30.5833,31.5167,Egypt,EGY,285097
Rangpur,25.75,89.28,Bangladesh,BGD,285564
Hospet,15.2804,76.375,India,IND,286007
Plano,33.0502,-96.7487,United States,USA,286057
Petropolis,-22.5095,-43.2,Brazil,BRA,286071
Sekondi,4.9433,-1.704,Ghana,GHA,286248
Round Lake Beach,42.379,-88.0811,United States,USA,286350
Butembo,0.13,29.28,Congo (Kinshasa),COD,286403
Rockford,42.2594,-89.0646,United States,USA,286727
Lakeland,28.0556,-81.9542,United States,USA,286876
Cuenca,-2.9,-79,Ecuador,ECU,286878
Tirupati,13.6504,79.42,India,IND,287035
Springfield,37.1943,-93.2916,United States,USA,287124
Coatzacoalcos,18.1204,-94.42,Mexico,MEX,287285
Ciudad Obregon,27.4666,-109.925,Mexico,MEX,288002
Talcahuano,-36.7167,-73.1167,Chile,CHL,288074
Sinuiju,40.0859,124.4213,"Korea, North",PRK,288112
Davenport,41.5558,-90.6052,United States,USA,288233
Karimnagar,18.4604,79.11,India,IND,288251
Huizhou,23.08,114.4,China,CHN,289201
Bhuj,23.2504,69.81,India,IND,289429
Victoria,48.4333,-123.35,Canada,CAN,289625
Limeira,-22.5495,-47.4,Brazil,BRA,289665
Kassel,51.3,9.5,Germany,DEU,289924
Hulan Ergi,47.21,123.61,China,CHN,289999
Kasur,31.1254,74.455,Pakistan,PAK,290643
Bafoussam,5.4904,10.4099,Cameroon,CMR,290768
Khammam,17.2804,80.1601,India,IND,290839
Cagliari,39.2224,9.104,Italy,ITA,291511
Mbeya,-8.89,33.43,Tanzania,TZA,291649
Shreveport,32.4659,-93.7959,United States,USA,291749
Bialystok,53.1504,23.17,Poland,POL,291855
Minna,9.62,6.55,Nigeria,NGA,291905
Ponta Grossa,-25.09,-50.16,Brazil,BRA,292177
Makurdi,7.73,8.53,Nigeria,NGA,292645
Panipat,29.4004,76.97,India,IND,292808
Kakinada,16.9675,82.2375,India,IND,292923
Henderson,36.0145,-115.0362,United States,USA,292969
Thies,14.8104,-16.93,Senegal,SEN,293001
Trenton,40.2237,-74.764,United States,USA,293697
Blumenau,-26.92,-49.09,Brazil,BRA,293949
Fukushima,37.74,140.47,Japan,JPN,294237
Swansea,51.63,-3.95,United Kingdom,GBR,294339
Sumy,50.9243,34.7809,Ukraine,UKR,294456
Vologda,59.21,39.92,Russia,RUS,294889
Port-of-Spain,10.652,-61.517,Trinidad And Tobago,TTO,294934
Ar Ramadi,33.42,43.3,Iraq,IRQ,295121
Morioka,39.72,141.13,Japan,JPN,295172
Rampur,28.8154,79.025,India,IND,296418
Bandar Seri Begawan,4.8833,114.9333,Brunei,BRN,296500
Cherkasy,49.4347,32.0709,Ukraine,UKR,297568
Iskenderun,36.5804,36.17,Turkey,TUR,297943
Chernivtsi,48.3053,25.9216,Ukraine,UKR,298251
Aomori,40.825,140.71,Japan,JPN,298394
Al Kharj,24.1556,47.312,Saudi Arabia,SAU,298428
Al Mubarraz,25.4291,49.5659,Saudi Arabia,SAU,298562
Jember,-8.1727,113.6873,Indonesia,IDN,298585
Dumyat,31.4204,31.82,Egypt,EGY,299459
Baqubah,33.7476,44.6573,Iraq,IRQ,299479
Kanggye,40.9732,126.6032,"Korea, North",PRK,299514
Asheville,35.5703,-82.5536,United States,USA,299892
Curepipe,-20.3162,57.5166,Mauritius,MUS,299975
Qyzylorda,44.8,65.465,Kazakhstan,KAZ,300000
Rach Gia,10.0154,105.0914,Vietnam,VNM,300000
Soc Trang,9.6037,105.98,Vietnam,VNM,300000
Porto-Novo,6.4833,2.6166,Benin,BEN,300000
Bidar,17.9229,77.5175,India,IND,300136
Mardan,34.2,72.04,Pakistan,PAK,300424
Brest,52.1,23.7,Belarus,BLR,300715
Antioch,37.9789,-121.7958,United States,USA,300780
Hami,42.827,93.515,China,CHN,300848
Tambov,52.73,41.43,Russia,RUS,301482
Gujrat,32.58,74.08,Pakistan,PAK,301506
Fort Collins,40.5487,-105.0656,United States,USA,301581
Jinja,0.4404,33.1999,Uganda,UGA,301619
Barddhaman,23.2504,87.865,India,IND,301725
Qena,26.1505,32.72,Egypt,EGY,302027
Batman,37.8904,41.14,Turkey,TUR,302074
Kingston upon Hull,53.7504,-0.33,United Kingdom,GBR,302296
Saint Paul,44.9477,-93.104,United States,USA,302398
Chemnitz,50.83,12.92,Germany,DEU,302643
Hakodate,41.795,140.74,Japan,JPN,302984
Ganca,40.685,46.35,Azerbaijan,AZE,303268
Mengzi,23.3619,103.4061,China,CHN,303341
Saransk,54.1704,45.18,Russia,RUS,303394
Constanta,44.2027,28.61,Romania,ROU,303399
Los Teques,10.42,-67.02,Venezuela,VEN,303470
Kom Ombo,24.47,32.95,Egypt,EGY,303962
Craiova,44.3263,23.8259,Romania,ROU,304142
Olongapo,14.8296,120.2828,Philippines,PHL,304388
Rajahmundry,17.0303,81.79,India,IND,304804
Franca,-20.53,-47.39,Brazil,BRA,305041
Hatay,36.2304,36.12,Turkey,TUR,305564
San Salvador de Jujuy,-24.1833,-65.3,Argentina,ARG,305891
Porto Velho,-8.75,-63.9,Brazil,BRA,306180
Firozabad,27.15,78.3949,India,IND,306409
Tawau,4.271,117.896,Malaysia,MYS,306462
Ksar El Kebir,35.0204,-5.91,Morocco,MAR,306600
Ratlam,23.3504,75.03,India,IND,307229
Huntsville,34.699,-86.6412,United States,USA,307319
Chernihiv,51.5049,31.3015,Ukraine,UKR,307684
Naltchik,43.4981,43.6179,Russia,RUS,307866
Antsirabe,-19.85,47.0333,Madagascar,MDG,307921
Vitoria da Conquista,-14.85,-40.84,Brazil,BRA,308204
Valledupar,10.48,-73.25,Colombia,COL,308237
Chita,52.055,113.465,Russia,RUS,308500
Dayr az Zawr,35.3304,40.13,Syria,SYR,309141
Sapele,5.8904,5.68,Nigeria,NGA,309162
Antofagasta,-23.65,-70.4,Chile,CHL,309832
Pucallpa,-8.3689,-74.535,Peru,PER,310750
Sambalpur,21.4704,83.9701,India,IND,310852
Brasov,45.6475,25.6072,Romania,ROU,311044
Galati,45.4559,28.0459,Romania,ROU,311156
Semey,50.435,80.275,Kazakhstan,KAZ,311353
Qurghonteppa,37.8373,68.7713,Tajikistan,TJK,311574
Cherepovets,59.1404,37.91,Russia,RUS,311850
Lexington,38.0423,-84.4587,United States,USA,312495
Koblenz,50.3505,7.6,Germany,DEU,312633
Varna,43.2156,27.8953,Bulgaria,BGR,312770
Aswan,24.0875,32.8989,Egypt,EGY,313442
Ninde,26.6804,119.5301,China,CHN,314077
Angeles,15.1451,120.5451,Philippines,PHL,314493
Gdynia,54.5204,18.53,Poland,POL,314664
Pescara,42.4554,14.2187,Italy,ITA,314789
Ljubljana,46.0553,14.515,Slovenia,SVN,314807
Timisoara,45.7588,21.2234,Romania,ROU,315053
Armenia,4.5343,-75.6811,Colombia,COL,315328
Maiquetia,10.6004,-66.97,Venezuela,VEN,315442
Dezful,32.3804,48.47,Iran,IRN,315482
Alicante,38.3512,-0.4836,Spain,ESP,315863
Bauchi,10.3104,9.84,Nigeria,NGA,316149
Cluj-Napoca,46.7884,23.5984,Romania,ROU,316748
Fayetteville,35.0847,-78.9777,United States,USA,316764
El Faiyum,29.31,30.84,Egypt,EGY,316772
Rohtak,28.9,76.58,India,IND,317245
Hrodna,53.6779,23.8341,Belarus,BLR,317365
Cumana,10.45,-64.18,Venezuela,VEN,317603
New Delhi,28.6,77.2,India,IND,317797
Poltava,49.574,34.5703,Ukraine,UKR,317847
Hat Yai,6.9964,100.4714,Thailand,THA,317954
Lansing,42.7142,-84.5598,United States,USA,318278
Vladimir,56.13,40.4099,Russia,RUS,318648
Tepic,21.5054,-104.88,Mexico,MEX,318781
Oskemen,49.99,82.6149,Kazakhstan,KAZ,319067
Holguin,20.8872,-76.2631,Cuba,CUB,319102
Windsor,42.3333,-83.0333,Canada,CAN,319246
Murmansk,68.97,33.1,Russia,RUS,319263
Bukhara,39.78,64.43,Uzbekistan,UZB,319476
Pachuca,20.1704,-98.73,Mexico,MEX,319581
Anapolis,-16.3196,-48.96,Brazil,BRA,319587
Maroua,10.5956,14.3247,Cameroon,CMR,319941
Akita,39.71,140.09,Japan,JPN,320069
Legazpi,13.17,123.75,Philippines,PHL,320081
Itu,-23.26,-47.3,Brazil,BRA,320170
Shahjahanpur,27.8804,79.905,India,IND,320434
Kherson,46.6325,32.6007,Ukraine,UKR,320477
Podolsk,55.3804,37.5299,Russia,RUS,320635
Pelotas,-31.75,-52.33,Brazil,BRA,320674
Ciudad del Este,-25.5167,-54.6161,Paraguay,PRY,320872
Smolensk,54.7827,32.0473,Russia,RUS,320991
Cordoba,37.88,-4.77,Spain,ESP,321376
Al Kut,32.4907,45.8304,Iraq,IRQ,321521
Santa Rosa,38.4465,-122.7059,United States,USA,321699
Valladolid,41.65,-4.75,Spain,ESP,322304
Mobile,30.6782,-88.1161,United States,USA,322496
Chenzhou,25.8004,113.0301,China,CHN,322997
Volzhskiy,48.7948,44.7744,Russia,RUS,323293
Miyazaki,31.9182,131.4184,Japan,JPN,324384
Yoshkar Ola,56.6354,47.8749,Russia,RUS,324406
Ann Arbor,42.2757,-83.7312,United States,USA,324421
Birjand,32.88,59.2199,Iran,IRN,324703
Brahmapur,19.32,84.8,India,IND,324726
Iasi,47.1683,27.5749,Romania,ROU,325914
Fort Wayne,41.0885,-85.1436,United States,USA,326814
Sousse,35.83,10.625,Tunisia,TUN,327004
Itajai,-26.8996,-48.68,Brazil,BRA,327126
Montpellier,43.6104,3.87,France,FRA,327254
Sochi,43.59,39.73,Russia,RUS,327608
Canberra,-35.283,149.129,Australia,AUS,327700
Sagar,23.8504,78.75,India,IND,328240
Maringa,-23.4095,-51.93,Brazil,BRA,328335
Pavlodar,52.3,76.95,Kazakhstan,KAZ,329002
Wonsan,39.1605,127.4308,"Korea, North",PRK,329207
Patiala,30.3204,76.385,India,IND,329224
Baishan,41.9,126.43,China,CHN,330000
Mymensingh,24.7504,90.38,Bangladesh,BGD,330126
Mathura,27.5,77.67,India,IND,330511
Heyuan,23.7304,114.68,China,CHN,330961
Bujumbura,-3.3761,29.36,Burundi,BDI,331700
Greensboro,36.096,-79.8275,United States,USA,331894
Bielefeld,52.03,8.53,Germany,DEU,331906
Montes Claros,-16.72,-43.86,Brazil,BRA,332379
Medani,14.4,33.52,Sudan,SDN,332714
Hangu,39.232,117.777,China,CHN,332793
Toyama,36.7,137.23,Japan,JPN,332812
Beni,0.4904,29.45,Congo (Kinshasa),COD,332903
Muzaffarpur,26.1204,85.3799,India,IND,333200
Santa Ana,33.7366,-117.8819,United States,USA,334217
Takamatsu,34.3447,134.0448,Japan,JPN,334223
Orel,52.97,36.07,Russia,RUS,334552
Nakhon Ratchasima,15,102.1,Thailand,THA,334984
Bauru,-22.33,-49.08,Brazil,BRA,335024
Kochi,33.5624,133.5375,Japan,JPN,335570
Gijon,43.53,-5.67,Spain,ESP,335972
Santa Cruz de Tenerife,28.47,-16.25,Spain,ESP,336061
Fayetteville,36.0713,-94.166,United States,USA,336152
Alor Setar,6.1133,100.3729,Malaysia,MYS,336475
Phan Thiet,10.9337,108.1001,Vietnam,VNM,336846
Lalitpur,27.6666,85.3333,Nepal,NPL,337785
Kawagoe,35.9177,139.4911,Japan,JPN,337931
Ciudad Bolivar,8.1,-63.6,Venezuela,VEN,338000
Kaesong,37.964,126.5644,"Korea, North",PRK,338155
Flint,43.0235,-83.6921,United States,USA,338616
East London,-32.97,27.87,South Africa,ZAF,338627
Kaluga,54.5204,36.27,Russia,RUS,338978
Irapuato,20.67,-101.5,Mexico,MEX,339554
Tieling,42.3004,123.82,China,CHN,340000
Yaan,29.9804,103.08,China,CHN,340000
Aksu,41.15,80.25,China,CHN,340020
Chitungwiza,-18,31.1,Zimbabwe,ZWE,340360
Plovdiv,42.154,24.754,Bulgaria,BGR,340494
Koriyama,37.41,140.38,Japan,JPN,340560
Corrientes,-27.49,-58.81,Argentina,ARG,340823
Arusha,-3.36,36.67,Tanzania,TZA,341136
Pematangsiantar,2.9614,99.0615,Indonesia,IDN,341200
Jhang,31.2804,72.325,Pakistan,PAK,341210
Corpus Christi,27.7173,-97.3822,United States,USA,341570
Yeosu,34.7368,127.7458,"Korea, South",KOR,341994
Piracicaba,-22.71,-47.64,Brazil,BRA,342209
Jackson,32.3163,-90.2124,United States,USA,342607
Vitsyebsk,55.1887,30.1853,Belarus,BLR,342700
Kohat,33.6027,71.4327,Pakistan,PAK,343027
Kurgan,55.46,65.345,Russia,RUS,343129
Maebashi,36.3927,139.0727,Japan,JPN,344871
Al Amarah,31.8416,47.1512,Iraq,IRQ,345007
Kosti,13.17,32.66,Sudan,SDN,345068
Belgorod,50.63,36.5999,Russia,RUS,345289
Charleroi,50.4204,4.45,Belgium,BEL,345367
Merida,8.4,-71.13,Venezuela,VEN,345489
Astana,51.1811,71.4278,Kazakhstan,KAZ,345604
Victorville,34.5277,-117.3537,United States,USA,346449
London,42.97,-81.25,Canada,CAN,346765
Verona,45.4404,10.99,Italy,ITA,347459
Camaguey,21.3808,-77.9169,Cuba,CUB,347562
Lancaster,34.6934,-118.1753,United States,USA,348760
Linz,48.3192,14.2888,Austria,AUT,349161
Sanandaj,35.3,47.02,Iran,IRN,349176
Nuevo Laredo,27.5,-99.55,Mexico,MEX,349550
Muzaffarnagar,29.485,77.695,India,IND,349706
Chimbote,-9.07,-78.57,Peru,PER,349846
Buon Me Thuot,12.667,108.05,Vietnam,VNM,349945
Haarlem,52.3804,4.63,Netherlands,NLD,349957
Qoqon,40.5404,70.94,Uzbekistan,UZB,350000
Long Xuyen,10.3804,105.42,Vietnam,VNM,350000
Viet Tri,21.3304,105.43,Vietnam,VNM,350000
Yumen,39.83,97.73,China,CHN,350000
Kuala Terengganu,5.3304,103.12,Malaysia,MYS,350210
Hualien,23.9837,121.6,Taiwan,TWN,350468
Anaheim,33.839,-117.8572,United States,USA,351043
Vinnytsya,49.2254,28.4816,Ukraine,UKR,352115
Pensacola,30.4427,-87.1886,United States,USA,352187
Neiva,2.931,-75.3302,Colombia,COL,352855
Rahim Yar Khan,28.4202,70.2952,Pakistan,PAK,353203
Eldoret,0.52,35.27,Kenya,KEN,353381
Safi,32.32,-9.24,Morocco,MAR,353476
Mito,36.3704,140.48,Japan,JPN,353892
Santiago del Estero,-27.7833,-64.2667,Argentina,ARG,354692
Longxi,35.0476,104.6394,China,CHN,355037
Orizaba,18.85,-97.13,Mexico,MEX,355333
Ambon,-3.7167,128.2,Indonesia,IDN,355596
Wafangdian,39.6259,121.996,China,CHN,355844
Archangel,64.575,40.545,Russia,RUS,356051
Mirput Khas,25.5318,69.0118,Pakistan,PAK,356435
Asahikawa,43.755,142.38,Japan,JPN,356612
Ca Mau,9.1774,105.15,Vietnam,VNM,356636
Fuyu,45.1804,124.82,China,CHN,356905
Encarnacion,-27.3472,-55.8739,Paraguay,PRY,357119
Posadas,-27.3578,-55.8851,Argentina,ARG,357119
Iwaki,37.0553,140.89,Japan,JPN,357309
San Sebastian,43.3204,-1.98,Spain,ESP,357468
Zanjan,36.67,48.5,Iran,IRN,357471
Toulon,43.1342,5.9188,France,FRA,357693
Taraz,42.9,71.365,Kazakhstan,KAZ,358153
Ad Diwaniyah,31.9889,44.924,Iraq,IRQ,358408
Sungai Petani,5.6497,100.4793,Malaysia,MYS,358499
Augsburg,48.35,10.9,Germany,DEU,358989
Halifax,44.65,-63.6,Canada,CAN,359111
Lublin,51.2504,22.5727,Poland,POL,360044
Bobo Dioulasso,11.18,-4.29,Burkina Faso,BFA,360106
Ulan Ude,51.825,107.625,Russia,RUS,360278
Tamale,9.4004,-0.84,Ghana,GHA,360579
Cusco,-13.525,-71.9722,Peru,PER,361182
Sheikhu Pura,31.72,73.99,Pakistan,PAK,361303
Maseru,-29.3167,27.4833,Lesotho,LSO,361324
Bhagalpur,25.23,86.98,India,IND,361548
Aurora,39.7085,-104.7274,United States,USA,361710
Sanya,18.2591,109.504,China,CHN,362689
Stavropol,45.05,41.98,Russia,RUS,363064
Christchurch,-43.535,172.63,New Zealand,NZL,363200
Larkana,27.5618,68.2068,Pakistan,PAK,364033
Vladikavkaz,43.0504,44.67,Russia,RUS,364630
Nakuru,-0.28,36.07,Kenya,KEN,364727
Kissimmee,28.3042,-81.4164,United States,USA,365099
Gorontalo,0.55,123.07,Indonesia,IDN,365497
Kuantan,3.83,103.32,Malaysia,MYS,366229
Bydgoszcz,53.1204,18.01,Poland,POL,366452
Longyan,25.1804,117.03,China,CHN,367896
Mazatlan,23.2211,-106.42,Mexico,MEX,368204
Valletta,35.8997,14.5147,Malta,MLT,368250
Al-Qatif,26.5196,50.0115,Saudi Arabia,SAU,368892
Mahilyow,53.8985,30.3247,Belarus,BLR,369200
Najran,17.5065,44.1316,Saudi Arabia,SAU,369609
Reading,51.47,-0.98,United Kingdom,GBR,369804
Rajapalaiyam,9.4204,77.58,India,IND,369991
Quzhou,28.9704,118.87,China,CHN,370000
Abadan,30.3307,48.2797,Iran,IRN,370180
La Coruna,43.33,-8.42,Spain,ESP,370610
Van,38.4954,43.4,Turkey,TUR,371713
Youngstown,41.0994,-80.6463,United States,USA,372039
Denizli,37.7704,29.08,Turkey,TUR,372344
Seremban,2.7105,101.94,Malaysia,MYS,372917
Shache,38.4261,77.25,China,CHN,373492
Latur,18.4004,76.57,India,IND,374394
Kaunas,54.9504,23.88,Lithuania,LTU,374643
Sao Jose do Rio Preto,-20.7996,-49.39,Brazil,BRA,374699
Villavicencio,4.1533,-73.635,Colombia,COL,374763
Khorramabad,33.4804,48.35,Iran,IRN,375198
Shillong,25.5705,91.88,India,IND,375527
Manukau,-37,174.885,New Zealand,NZL,375600
Palma,39.5743,2.6542,Spain,ESP,375773
Manizales,5.06,-75.52,Colombia,COL,375848
Kahramanmaras,37.61,36.945,Turkey,TUR,376045
Putian,25.4303,119.02,China,CHN,376558
Makiyivka,48.0297,37.9746,Ukraine,UKR,376610
Zhoukou,33.6304,114.63,China,CHN,377061
Karlsruhe,49,8.4,Germany,DEU,377487
Modesto,37.6371,-121.003,United States,USA,377755
Parbhani,19.2704,76.76,India,IND,378326
Las Palmas,28.1,-15.43,Spain,ESP,378495
Vigo,42.22,-8.73,Spain,ESP,378952
Boise,43.5991,-116.2306,United States,USA,379410
Dezhou,37.4504,116.3,China,CHN,379555
Xichang,27.88,102.3,China,CHN,379993
Nizhny Tagil,57.92,59.975,Russia,RUS,381116
Caxias do Sul,-29.18,-51.17,Brazil,BRA,381270
Pasto,1.2136,-77.2811,Colombia,COL,382236
Bonita Springs,26.3557,-81.7859,United States,USA,382869
Celaya,20.53,-100.8,Mexico,MEX,383697
Southampton,50.9,-1.4,United Kingdom,GBR,384417
Bejaia,36.7604,5.07,Algeria,DZA,384937
Hail,27.5236,41.7001,Saudi Arabia,SAU,385257
Oxnard,34.1961,-119.1821,United States,USA,385837
Misratah,32.38,15.1,Libya,LBY,386120
Qarshi,38.8704,65.8,Uzbekistan,UZB,386361
Baicheng,45.62,122.82,China,CHN,386861
Resistencia,-27.46,-58.99,Argentina,ARG,387158
Campos,-21.75,-41.32,Brazil,BRA,387417
Scranton,41.4043,-75.6649,United States,USA,387448
Iloilo,10.705,122.545,Philippines,PHL,387681
Alajuela,10.02,-84.23,Costa Rica,CRI,387743
Coventry,52.4204,-1.5,United Kingdom,GBR,388271
Brno,49.2004,16.61,Czechia,CZE,388277
Granada,37.165,-3.585,Spain,ESP,388290
Nizamabad,18.6704,78.1,India,IND,388505
Nampula,-15.136,39.293,Mozambique,MOZ,388526
Grenoble,45.1804,5.72,France,FRA,388574
Samut Prakan,13.6069,100.6115,Thailand,THA,388920
Augusta,33.3644,-82.0708,United States,USA,389215
Comilla,23.4704,91.17,Bangladesh,BGD,389411
Bhilwara,25.3504,74.635,India,IND,389911
Stockton,37.9766,-121.3111,United States,USA,390117
Stoke,53.0004,-2.18,United Kingdom,GBR,390801
Osh,40.5404,72.79,Kyrgyzstan,KGZ,391277
Poughkeepsie,41.6949,-73.921,United States,USA,391552
Ahmednagar,19.1104,74.75,India,IND,391760
Sandakan,5.843,118.108,Malaysia,MYS,392288
Niyala,12.06,24.89,Sudan,SDN,392373
Arlington,32.6998,-97.1251,United States,USA,392772
El Obeid,13.1833,30.2167,Sudan,SDN,393311
Wellington,-41.3,174.7833,New Zealand,NZL,393400
Tallinn,59.4339,24.728,Estonia,EST,394024
Kollam,8.9004,76.57,India,IND,394163
Palm Coast,29.5403,-81.2468,United States,USA,395224
Kisumu,-0.09,34.75,Kenya,KEN,395615
Yuxi,24.38,102.57,China,CHN,396325
Ndola,-12.9999,28.65,Zambia,ZMB,396339
Horlivka,48.2996,38.0547,Ukraine,UKR,396885
Piura,-5.21,-80.63,Peru,PER,396932
Chiang Mai,18.8,98.98,Thailand,THA,397211
Eindhoven,51.43,5.5,Netherlands,NLD,398053
Khmelnytskyy,49.4249,27.0015,Ukraine,UKR,398346
Buraydah,26.3664,43.9628,Saudi Arabia,SAU,398581
Gomez Palacio,25.5701,-103.5,Mexico,MEX,399328
Tumkur,13.33,77.1,India,IND,399606
Surgut,61.2599,73.425,Russia,RUS,400000
Jingmen,31.0304,112.1,China,CHN,400000
Sikar,27.6104,75.14,India,IND,400000
Tver,56.86,35.89,Russia,RUS,400212
Durham,35.9801,-78.9045,United States,USA,400379
Sunchon,39.4236,125.939,"Korea, North",PRK,400629
Spokane,47.6671,-117.433,United States,USA,400936
Lancaster,40.0421,-76.3012,United States,USA,401205
Kassala,15.46,36.39,Sudan,SDN,401477
Indio,33.7346,-116.2347,United States,USA,402166
Mbale,1.0904,34.17,Uganda,UGA,402368
Pasay City,14.5504,121,Philippines,PHL,403064
Bissau,11.865,-15.5984,Guinea-Bissau,GNB,403339
